2.0,15.2992,33.4161,33.4888
8002.0,20.2132,34.0635,37.2684
16002.0,22.2113,34.236,41.1098
24002.0,22.2437,34.2168,45.9907
32002.0,22.3784,34.1463,0.31847600000000004
40002.0,22.9114,34.0972,4.78155
48002.0,23.5194,33.6621,8.736360000000001
56002.0,23.4899,33.4172,12.8144
64002.0,23.1131,33.0649,16.4702
72002.0,24.2508,32.8201,19.0114
80002.0,24.6073,32.7938,21.8701
88002.0,26.1371,32.2517,26.4206
96002.0,26.5992,32.1459,30.0432
104002.0,26.8541,31.7861,33.7163
112002.0,27.6153,31.5125,35.2647
120002.0,28.2594,30.9151,38.2202
128002.0,28.6268,30.9791,42.6148
136002.0,29.78,30.4327,46.7575
144002.0,30.3415,30.5565,1.2717200000000002
152002.0,32.007,30.3498,4.7382
160002.0,36.1228,30.8021,8.216510000000001
168002.0,37.3536,31.4696,11.4683
176002.0,37.5367,31.7163,15.2528
184002.0,38.9282,31.4121,19.209
192002.0,39.1741,31.1557,24.0233
200002.0,39.6798,30.9574,28.5045
208002.0,40.1322,30.9044,32.4152
216002.0,41.0087,30.7397,37.3409
224002.0,41.2338,30.933000000000003,41.7483
232002.0,41.784,30.9458,46.9529
240002.0,42.0022,30.9528,1.3909799999999999
248002.0,42.4863,30.9532,5.65376
256002.0,43.1337,30.811999999999998,10.6561
264002.0,43.5886,30.7637,15.7344
272002.0,45.2392,30.6435,20.3709
280002.0,46.1805,30.8537,24.5393
288002.0,46.8055,30.885,29.7534
296002.0,46.965,30.8432,33.821
304002.0,47.7617,31.1523,38.7472
312002.0,48.8575,31.1194,42.2817
320002.0,1.06029,31.226,47.0346
328002.0,3.6499800000000002,31.3457,2.48988
336002.0,4.68173,31.6351,6.6425600000000005
344002.0,4.73947,31.5679,11.6526
352002.0,4.96531,31.7651,15.2298
360002.0,5.3871400000000005,31.5573,19.4213
368002.0,6.495369999999999,31.3952,22.1165
376002.0,5.95704,31.24,27.1884
384002.0,7.40102,31.8235,31.3605
392002.0,8.138739999999999,31.8962,35.9311
400002.0,8.33863,31.9143,40.6315
408002.0,8.36328,32.0393,45.1686
416002.0,8.62352,32.0894,49.3438
424002.0,9.38875,32.2043,4.26726
432002.0,10.1358,32.3577,8.17447
440002.0,10.1343,32.65,13.4289
448002.0,10.0245,32.8959,17.8756
456002.0,9.994710000000001,33.2619,21.8666
464002.0,11.0406,33.2068,25.3336
472002.0,11.0816,33.8185,30.2395
480002.0,11.4063,33.368,35.077
488002.0,12.0108,33.3297,40.0914
496002.0,12.9178,33.063,44.5932
504002.0,13.0254,33.2912,0.27560999999999997
512002.0,13.3196,33.1749,5.06799
520002.0,13.931,32.7494,9.453380000000001
528002.0,14.8365,32.663000000000004,14.4057
536002.0,16.4805,32.7124,19.0994
544002.0,18.7248,32.8348,22.7614
552002.0,20.455,32.8797,26.7726
560002.0,22.2279,32.7808,31.0789
568002.0,22.5286,32.9605,35.5316
576002.0,23.3703,32.6697,41.0067
584002.0,24.4455,32.6856,45.8779
592002.0,25.8569,32.591,48.8184
600002.0,26.9045,32.3324,3.86562
608002.0,27.2976,32.5118,7.4825800000000005
616002.0,28.0138,32.5357,12.3224
624002.0,28.7183,32.6233,17.3183
632002.0,29.1942,32.954,22.1385
640002.0,30.5124,32.7302,25.8623
648002.0,31.0405,33.2848,28.6068
656002.0,31.0963,33.1516,33.1688
664002.0,31.4022,33.2864,37.5771
672002.0,31.6547,33.4072,42.5392
680002.0,31.9599,33.7933,47.0202
688002.0,32.5747,33.6987,2.29589
696002.0,32.966,33.5879,6.96449
704002.0,33.5793,33.7578,12.2841
712002.0,34.0487,33.8216,17.179000000000002
720002.0,34.323,34.0353,21.8763
728002.0,34.3419,34.0309,26.961
736002.0,33.575,34.1438,31.2147
744002.0,33.9231,33.92,36.1569
752002.0,33.9608,33.9091,40.5982
760002.0,34.2567,33.8982,45.8619
768002.0,34.0047,33.8955,0.618934
776002.0,34.3504,33.8953,6.29591
784002.0,34.1641,34.0016,10.267000000000001
792002.0,34.7089,33.9439,14.7023
800002.0,34.7125,33.8278,19.7966
